CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2322,100260958202302322,202302322,2023-11-21,556,958,1,1,3,10,2,51,2023-11-21T00:00:00,2023-11-21T22:00:00,2023-11-21T00:00:00,15.618448,75.427941,Case registered at Tumakuru PS 7 regarding sexual assault. Investigation ongoing under IO Yutika.
2323,100240906202402323,202402323,2024-06-19,1766,906,3,2,5,14,3,47,2024-06-19T00:00:00,2024-06-19T03:00:00,2024-06-19T00:00:00,17.374201,76.983922,Case registered at Ramanagara PS 13 regarding criminal breach of trust. Investigation ongoing under IO Nidra.
2324,100270999202602324,202602324,2026-01-19,88,999,4,2,1,2,2,53,2026-01-19T00:00:00,2026-01-20T00:00:00,2026-01-19T00:00:00,12.716716,75.548989,Case registered at Udupi PS 19 regarding attempt to murder. Investigation ongoing under IO Nakul.
2325,100190748202502325,202502325,2025-03-06,2441,748,2,2,5,13,3,37,2025-03-06T00:00:00,2025-03-06T05:00:00,2025-03-06T00:00:00,12.325611,74.646239,Case registered at Kolar PS 28 regarding cheating. Investigation ongoing under IO Dhruv.
2326,100301070202502326,202502326,2025-09-06,855,1070,1,2,1,1,3,59,2025-09-06T00:00:00,2025-09-06T10:00:00,2025-09-06T00:00:00,16.433554,76.066385,Case registered at Yadgir PS 3 regarding murder. Investigation ongoing under IO Anusha.
2327,100301074202302327,202302327,2023-05-17,753,1074,1,2,6,15,1,59,2023-05-17T00:00:00,2023-05-17T15:00:00,2023-05-17T00:00:00,11.800494,76.156305,Case registered at Yadgir PS 7 regarding online fraud. Investigation ongoing under IO Amrita.
2328,100120493202502328,202502328,2025-04-26,2214,493,1,2,6,15,3,23,2025-04-26T00:00:00,2025-04-26T08:00:00,2025-04-26T00:00:00,15.819769,74.951613,Case registered at Davanagere PS 4 regarding online fraud. Investigation ongoing under IO Nitesh.
2329,100291060202302329,202302329,2023-06-29,1095,1060,1,2,5,13,1,58,2023-06-29T00:00:00,2023-06-29T07:00:00,2023-06-29T00:00:00,14.301098,76.525487,Case registered at Vijayapura PS 22 regarding cheating. Investigation ongoing under IO Balendra.
2330,100150588202402330,202402330,2024-12-15,1988,588,1,2,5,13,1,30,2024-12-15T00:00:00,2024-12-15T11:00:00,2024-12-15T00:00:00,16.123266,77.384458,Case registered at Hassan PS 12 regarding cheating. Investigation ongoing under IO Yauvani.
2331,100301095202302331,202302331,2023-03-18,2396,1095,1,2,3,10,2,59,2023-03-18T00:00:00,2023-03-19T08:00:00,2023-03-18T00:00:00,18.081474,78.473512,Case registered at Yadgir PS 28 regarding sexual assault. Investigation ongoing under IO Madhavi.
2332,100020085202602332,202602332,2026-04-12,1105,85,1,2,3,10,2,3,2026-04-12T00:00:00,2026-04-14T00:00:00,2026-04-12T00:00:00,15.18694,78.174117,Case registered at Ballari PS 56 regarding sexual assault. Investigation ongoing under IO Jacob.
2333,100100414202602333,202602333,2026-01-02,1654,414,1,2,4,12,2,20,2026-01-02T00:00:00,2026-01-02T09:00:00,2026-01-02T00:00:00,16.193765,75.951204,Case registered at Chitradurga PS 11 regarding public nuisance. Investigation ongoing under IO Sanaya.
2334,100220852202402334,202402334,2024-12-11,338,852,4,2,6,15,2,43,2024-12-11T00:00:00,2024-12-11T07:00:00,2024-12-11T00:00:00,15.823447,76.854786,Case registered at Mysuru PS 45 regarding online fraud. Investigation ongoing under IO Gavin.
2335,100050233202402335,202402335,2024-10-01,1619,233,1,2,1,3,2,10,2024-10-01T00:00:00,2024-10-01T19:00:00,2024-10-01T00:00:00,17.47341,76.359922,Case registered at Bengaluru Urban PS 61 regarding grievous hurt. Investigation ongoing under IO Amara.
2336,100080371202502336,202502336,2025-11-17,870,371,1,2,5,14,1,16,2025-11-17T00:00:00,2025-11-18T05:00:00,2025-11-17T00:00:00,12.436144,76.034948,Case registered at Chikkaballapur PS 26 regarding criminal breach of trust. Investigation ongoing under IO Max.
2337,100271002202402337,202402337,2024-08-04,23,1002,2,2,2,4,2,53,2024-08-04T00:00:00,2024-08-04T15:00:00,2024-08-04T00:00:00,13.634737,75.092919,Case registered at Udupi PS 22 regarding theft. Investigation ongoing under IO Diya.
2338,100050235202302338,202302338,2023-08-10,31,235,4,2,6,16,4,10,2023-08-10T00:00:00,2023-08-11T09:00:00,2023-08-10T00:00:00,12.167233,78.012066,Case registered at Bengaluru Urban PS 63 regarding identity theft. Investigation ongoing under IO Devansh.
2339,100250933202502339,202502339,2025-08-03,1853,933,2,2,6,16,2,49,2025-08-03T00:00:00,2025-08-04T09:00:00,2025-08-03T00:00:00,13.07635,78.28589,Case registered at Shivamogga PS 11 regarding identity theft. Investigation ongoing under IO Balveer.
2340,100110452202502340,202502340,2025-10-02,1103,452,2,2,6,15,1,22,2025-10-02T00:00:00,2025-10-03T09:00:00,2025-10-02T00:00:00,18.251352,78.485782,Case registered at Dakshina Kannada PS 20 regarding online fraud. Investigation ongoing under IO Damyanti.
2341,100170669202302341,202302341,2023-07-25,1112,669,1,1,1,3,4,33,2023-07-25T00:00:00,2023-07-25T18:00:00,2023-07-25T00:00:00,14.049206,74.849479,Case registered at Kalaburagi PS 35 regarding grievous hurt. Investigation ongoing under IO Pranit.
2342,100220837202502342,202502342,2025-05-10,213,837,1,2,6,15,2,43,2025-05-10T00:00:00,2025-05-10T10:00:00,2025-05-10T00:00:00,13.022211,74.769031,Case registered at Mysuru PS 30 regarding online fraud. Investigation ongoing under IO Chakradev.
2343,100210790202602343,202602343,2026-03-31,1580,790,3,2,1,2,2,42,2026-03-31T00:00:00,2026-03-31T22:00:00,2026-03-31T00:00:00,14.936598,78.228635,Case registered at Mandya PS 12 regarding attempt to murder. Investigation ongoing under IO Frederick.
2344,100120518202402344,202402344,2024-02-21,258,518,3,1,1,1,1,24,2024-02-21T00:00:00,2024-02-21T09:00:00,2024-02-21T00:00:00,17.581247,74.830143,Case registered at Davanagere PS 29 regarding murder. Investigation ongoing under IO Akshay.
2345,100281025202302345,202302345,2023-04-23,1732,1025,1,2,2,7,1,56,2023-04-23T00:00:00,2023-04-24T22:00:00,2023-04-23T00:00:00,12.775334,76.5431,Case registered at Uttara Kannada PS 16 regarding vehicle theft. Investigation ongoing under IO Udyati.
2346,100040172202402346,202402346,2024-06-05,127,172,1,1,1,1,2,8,2024-06-05T00:00:00,2024-06-06T21:00:00,2024-06-05T00:00:00,17.83287,77.006665,Case registered at Bengaluru Rural PS 29 regarding murder. Investigation ongoing under IO Dayamai.
2347,100260963202402347,202402347,2024-08-30,281,963,4,2,4,12,1,51,2024-08-30T00:00:00,2024-08-31T10:00:00,2024-08-30T00:00:00,14.441116,78.155707,Case registered at Tumakuru PS 12 regarding public nuisance. Investigation ongoing under IO Alka.
2348,100070322202402348,202402348,2024-11-02,1406,322,2,2,2,7,2,13,2024-11-02T00:00:00,2024-11-03T20:00:00,2024-11-02T00:00:00,15.417626,75.073483,Case registered at Chamarajanagar PS 6 regarding vehicle theft. Investigation ongoing under IO Divya.
2349,100240921202502349,202502349,2025-12-30,1484,921,1,2,2,7,1,47,2025-12-30T00:00:00,2025-12-31T18:00:00,2025-12-30T00:00:00,13.976695,77.693174,Case registered at Ramanagara PS 28 regarding vehicle theft. Investigation ongoing under IO Madhav.
2350,100281018202502350,202502350,2025-05-12,1792,1018,3,2,2,6,3,56,2025-05-12T00:00:00,2025-05-12T09:00:00,2025-05-12T00:00:00,17.854676,75.253358,Case registered at Uttara Kannada PS 9 regarding burglary. Investigation ongoing under IO Darsh.
2351,100311115202602351,202602351,2026-02-03,1312,1115,1,2,4,12,1,61,2026-02-03T00:00:00,2026-02-03T23:00:00,2026-02-03T00:00:00,15.881817,76.086869,Case registered at Vijayanagara PS 19 regarding public nuisance. Investigation ongoing under IO Vincent.
2352,100281012202602352,202602352,2026-04-18,1218,1012,3,2,1,3,1,55,2026-04-18T00:00:00,2026-04-18T16:00:00,2026-04-18T00:00:00,13.469052,76.905862,Case registered at Uttara Kannada PS 3 regarding grievous hurt. Investigation ongoing under IO Agastya.
2353,100140558202302353,202302353,2023-11-12,749,558,1,2,1,2,3,28,2023-11-12T00:00:00,2023-11-12T23:00:00,2023-11-12T00:00:00,17.977694,77.870935,Case registered at Gadag PS 11 regarding attempt to murder. Investigation ongoing under IO Ekta.
2354,100060291202402354,202402354,2024-06-02,1981,291,1,1,1,3,1,11,2024-06-02T00:00:00,2024-06-03T21:00:00,2024-06-02T00:00:00,14.063656,74.458692,Case registered at Bidar PS 4 regarding grievous hurt. Investigation ongoing under IO Varenya.
2355,100050223202302355,202302355,2023-02-06,2029,223,1,2,4,12,2,10,2023-02-06T00:00:00,2023-02-07T08:00:00,2023-02-06T00:00:00,17.871894,76.215229,Case registered at Bengaluru Urban PS 51 regarding public nuisance. Investigation ongoing under IO Varsha.
2356,100080365202602356,202602356,2026-06-20,918,365,1,2,2,4,1,16,2026-06-20T00:00:00,2026-06-20T11:00:00,2026-06-20T00:00:00,16.73568,76.06585,Case registered at Chikkaballapur PS 20 regarding theft. Investigation ongoing under IO Udyati.
2357,100050279202502357,202502357,2025-02-15,2330,279,1,2,1,3,2,9,2025-02-15T00:00:00,2025-02-15T06:00:00,2025-02-15T00:00:00,11.622738,77.704176,Case registered at Bengaluru Urban PS 107 regarding grievous hurt. Investigation ongoing under IO Zinal.
2358,100281032202602358,202602358,2026-05-13,1337,1032,2,2,5,13,1,56,2026-05-13T00:00:00,2026-05-13T13:00:00,2026-05-13T00:00:00,16.662652,74.271378,Case registered at Uttara Kannada PS 23 regarding cheating. Investigation ongoing under IO Qabil.
2359,100170665202602359,202602359,2026-06-25,1834,665,3,1,1,2,1,34,2026-06-25T00:00:00,2026-06-27T00:00:00,2026-06-25T00:00:00,15.621092,76.10765,Case registered at Kalaburagi PS 31 regarding attempt to murder. Investigation ongoing under IO Gaurangi.
2360,100230873202302360,202302360,2023-03-24,190,873,1,1,1,3,2,46,2023-03-24T00:00:00,2023-03-24T09:00:00,2023-03-24T00:00:00,12.02927,76.081481,Case registered at Raichur PS 9 regarding grievous hurt. Investigation ongoing under IO Anamika.
2361,100050216202602361,202602361,2026-04-17,443,216,3,2,1,1,2,10,2026-04-17T00:00:00,2026-04-17T07:00:00,2026-04-17T00:00:00,15.216386,74.577321,Case registered at Bengaluru Urban PS 44 regarding murder. Investigation ongoing under IO Baljiwan.
2362,100311119202502362,202502362,2025-09-02,2105,1119,1,2,2,5,2,62,2025-09-02T00:00:00,2025-09-03T14:00:00,2025-09-02T00:00:00,18.349757,76.998368,Case registered at Vijayanagara PS 23 regarding robbery. Investigation ongoing under IO Madhavi.
2363,100170664202502363,202502363,2025-09-16,217,664,1,2,5,14,1,34,2025-09-16T00:00:00,2025-09-17T16:00:00,2025-09-16T00:00:00,14.820683,78.352018,Case registered at Kalaburagi PS 30 regarding criminal breach of trust. Investigation ongoing under IO Charan.
2364,100020065202502364,202502364,2025-09-18,1713,65,1,2,5,14,2,4,2025-09-18T00:00:00,2025-09-19T15:00:00,2025-09-18T00:00:00,18.288203,76.991091,Case registered at Ballari PS 36 regarding criminal breach of trust. Investigation ongoing under IO Gagan.
2365,100150596202502365,202502365,2025-03-31,1823,596,1,1,1,3,3,29,2025-03-31T00:00:00,2025-03-31T12:00:00,2025-03-31T00:00:00,14.370272,75.08883,Case registered at Hassan PS 20 regarding grievous hurt. Investigation ongoing under IO Reyansh.
2366,100050243202402366,202402366,2024-10-10,2332,243,3,2,2,5,1,9,2024-10-10T00:00:00,2024-10-11T11:00:00,2024-10-10T00:00:00,12.251724,76.758616,Case registered at Bengaluru Urban PS 71 regarding robbery. Investigation ongoing under IO Hemangini.
2367,100050237202402367,202402367,2024-07-01,421,237,1,2,4,11,1,9,2024-07-01T00:00:00,2024-07-01T19:00:00,2024-07-01T00:00:00,16.523709,77.306358,Case registered at Bengaluru Urban PS 65 regarding gambling. Investigation ongoing under IO Benjamin.
2368,100271002202502368,202502368,2025-09-06,1533,1002,3,2,2,7,1,53,2025-09-06T00:00:00,2025-09-07T00:00:00,2025-09-06T00:00:00,17.044618,75.523838,Case registered at Udupi PS 22 regarding vehicle theft. Investigation ongoing under IO Yuvraj.
2369,100030102202502369,202502369,2025-08-28,1879,102,4,2,6,15,2,6,2025-08-28T00:00:00,2025-08-29T22:00:00,2025-08-28T00:00:00,13.240936,77.016513,Case registered at Belagavi PS 16 regarding online fraud. Investigation ongoing under IO Nitesh.
2370,100230869202302370,202302370,2023-05-07,1631,869,1,2,2,6,3,45,2023-05-07T00:00:00,2023-05-08T21:00:00,2023-05-07T00:00:00,15.822336,77.397904,Case registered at Raichur PS 5 regarding burglary. Investigation ongoing under IO Lajita.
2371,100270989202602371,202602371,2026-03-04,27,989,3,2,5,14,2,54,2026-03-04T00:00:00,2026-03-04T08:00:00,2026-03-04T00:00:00,15.150506,78.270137,Case registered at Udupi PS 9 regarding criminal breach of trust. Investigation ongoing under IO Mohini.
2372,100010012202302372,202302372,2023-04-12,450,12,3,2,1,1,1,2,2023-04-12T00:00:00,2023-04-13T04:00:00,2023-04-12T00:00:00,13.455519,74.505466,Case registered at Bagalkot PS 12 regarding murder. Investigation ongoing under IO Upasna.
2373,100160622202402373,202402373,2024-07-30,662,622,2,2,3,9,4,32,2024-07-30T00:00:00,2024-07-30T19:00:00,2024-07-30T00:00:00,18.388943,76.856374,Case registered at Haveri PS 17 regarding dowry harassment. Investigation ongoing under IO Isaiah.
2374,100301071202602374,202602374,2026-06-20,448,1071,1,2,4,11,1,60,2026-06-20T00:00:00,2026-06-21T09:00:00,2026-06-20T00:00:00,12.577184,78.140193,Case registered at Yadgir PS 4 regarding gambling. Investigation ongoing under IO Sachi.
2375,100050188202402375,202402375,2024-01-15,2484,188,1,2,6,16,2,9,2024-01-15T00:00:00,2024-01-15T01:00:00,2024-01-15T00:00:00,16.994836,74.239803,Case registered at Bengaluru Urban PS 16 regarding identity theft. Investigation ongoing under IO Zarna.
2376,100030089202502376,202502376,2025-12-25,2096,89,3,2,2,7,1,6,2025-12-25T00:00:00,2025-12-25T12:00:00,2025-12-25T00:00:00,13.388411,75.092039,Case registered at Belagavi PS 3 regarding vehicle theft. Investigation ongoing under IO Lajita.
2377,100200767202602377,202602377,2026-05-24,1835,767,1,2,5,14,1,40,2026-05-24T00:00:00,2026-05-25T17:00:00,2026-05-24T00:00:00,13.628198,75.24705,Case registered at Koppal PS 18 regarding criminal breach of trust. Investigation ongoing under IO Alka.
2378,100070328202302378,202302378,2023-02-03,633,328,1,1,3,9,2,14,2023-02-03T00:00:00,2023-02-04T22:00:00,2023-02-03T00:00:00,15.548317,75.701076,Case registered at Chamarajanagar PS 12 regarding dowry harassment. Investigation ongoing under IO Kiaan.
2379,100260980202602379,202602379,2026-02-10,638,980,1,2,4,11,1,51,2026-02-10T00:00:00,2026-02-11T02:00:00,2026-02-10T00:00:00,17.844361,75.286191,Case registered at Tumakuru PS 29 regarding gambling. Investigation ongoing under IO Janaki.
2380,100030089202502380,202502380,2025-03-19,466,89,1,2,3,9,3,6,2025-03-19T00:00:00,2025-03-20T23:00:00,2025-03-19T00:00:00,13.60208,77.06009,Case registered at Belagavi PS 3 regarding dowry harassment. Investigation ongoing under IO Liam.
2381,100291055202502381,202502381,2025-02-11,1526,1055,1,2,2,5,3,58,2025-02-11T00:00:00,2025-02-12T16:00:00,2025-02-11T00:00:00,14.175082,74.7319,Case registered at Vijayapura PS 17 regarding robbery. Investigation ongoing under IO Upadhriti.
2382,100210804202602382,202602382,2026-02-15,2160,804,1,2,5,14,1,41,2026-02-15T00:00:00,2026-02-15T09:00:00,2026-02-15T00:00:00,13.290944,77.303138,Case registered at Mandya PS 26 regarding criminal breach of trust. Investigation ongoing under IO Maya.
2383,100120497202602383,202602383,2026-03-18,868,497,1,2,2,4,3,23,2026-03-18T00:00:00,2026-03-18T07:00:00,2026-03-18T00:00:00,17.090992,75.700181,Case registered at Davanagere PS 8 regarding theft. Investigation ongoing under IO Ekapad.
2384,100200768202402384,202402384,2024-05-07,724,768,1,2,1,1,1,40,2024-05-07T00:00:00,2024-05-08T02:00:00,2024-05-07T00:00:00,13.730255,78.564974,Case registered at Koppal PS 19 regarding murder. Investigation ongoing under IO Girish.
2385,100020062202402385,202402385,2024-07-05,1924,62,3,2,5,13,2,4,2024-07-05T00:00:00,2024-07-05T13:00:00,2024-07-05T00:00:00,16.640247,76.130743,Case registered at Ballari PS 33 regarding cheating. Investigation ongoing under IO Upma.
2386,100250939202502386,202502386,2025-10-03,1084,939,1,2,3,9,3,50,2025-10-03T00:00:00,2025-10-04T02:00:00,2025-10-03T00:00:00,13.02835,75.727603,Case registered at Shivamogga PS 17 regarding dowry harassment. Investigation ongoing under IO Chasmum.
2387,100030132202402387,202402387,2024-04-25,379,132,1,2,6,15,3,6,2024-04-25T00:00:00,2024-04-26T18:00:00,2024-04-25T00:00:00,14.107222,77.208099,Case registered at Belagavi PS 46 regarding online fraud. Investigation ongoing under IO Nandini.
2388,100050198202602388,202602388,2026-04-14,834,198,3,2,2,5,1,9,2026-04-14T00:00:00,2026-04-15T19:00:00,2026-04-14T00:00:00,18.251003,74.473574,Case registered at Bengaluru Urban PS 26 regarding robbery. Investigation ongoing under IO Girish.
2389,100180720202402389,202402389,2024-05-06,1649,720,1,2,5,13,4,35,2024-05-06T00:00:00,2024-05-07T08:00:00,2024-05-06T00:00:00,13.056058,75.534101,Case registered at Kodagu PS 29 regarding cheating. Investigation ongoing under IO Yasti.
2390,100020073202502390,202502390,2025-04-18,29,73,1,2,4,11,3,3,2025-04-18T00:00:00,2025-04-18T18:00:00,2025-04-18T00:00:00,12.148758,77.224342,Case registered at Ballari PS 44 regarding gambling. Investigation ongoing under IO Champak.
2391,100301088202402391,202402391,2024-11-13,180,1088,1,2,2,7,2,59,2024-11-13T00:00:00,2024-11-13T23:00:00,2024-11-13T00:00:00,17.303679,75.50701,Case registered at Yadgir PS 21 regarding vehicle theft. Investigation ongoing under IO Devika.
2392,100050243202402392,202402392,2024-06-12,192,243,1,1,3,8,1,10,2024-06-12T00:00:00,2024-06-13T09:00:00,2024-06-12T00:00:00,16.438083,74.569921,Case registered at Bengaluru Urban PS 71 regarding domestic violence. Investigation ongoing under IO Amrita.
2393,100200765202402393,202402393,2024-06-20,1279,765,1,2,5,13,2,40,2024-06-20T00:00:00,2024-06-21T11:00:00,2024-06-20T00:00:00,14.4906,78.306973,Case registered at Koppal PS 16 regarding cheating. Investigation ongoing under IO Dalaja.
2394,100281024202502394,202502394,2025-02-08,336,1024,1,1,3,10,1,56,2025-02-08T00:00:00,2025-02-09T04:00:00,2025-02-08T00:00:00,14.863154,74.58008,Case registered at Uttara Kannada PS 15 regarding sexual assault. Investigation ongoing under IO Jagrati.
2395,100080374202302395,202302395,2023-02-02,996,374,1,2,1,1,3,15,2023-02-02T00:00:00,2023-02-03T07:00:00,2023-02-02T00:00:00,17.975132,75.878708,Case registered at Chikkaballapur PS 29 regarding murder. Investigation ongoing under IO Chaitaly.
2396,100270992202402396,202402396,2024-12-13,1827,992,1,2,5,13,3,53,2024-12-13T00:00:00,2024-12-13T02:00:00,2024-12-13T00:00:00,12.112142,74.453411,Case registered at Udupi PS 12 regarding cheating. Investigation ongoing under IO Keya.
2397,100070327202502397,202502397,2025-12-05,2391,327,3,2,1,3,1,13,2025-12-05T00:00:00,2025-12-06T00:00:00,2025-12-05T00:00:00,15.083339,75.848116,Case registered at Chamarajanagar PS 11 regarding grievous hurt. Investigation ongoing under IO Aarini.
2398,100040161202502398,202502398,2025-04-11,5,161,1,2,2,4,1,7,2025-04-11T00:00:00,2025-04-12T11:00:00,2025-04-11T00:00:00,12.308824,76.697918,Case registered at Bengaluru Rural PS 18 regarding theft. Investigation ongoing under IO Avi.
2399,100311117202602399,202602399,2026-03-08,516,1117,1,2,6,16,1,62,2026-03-08T00:00:00,2026-03-08T08:00:00,2026-03-08T00:00:00,17.223829,74.523239,Case registered at Vijayanagara PS 21 regarding identity theft. Investigation ongoing under IO Ethan.
2400,100130546202302400,202302400,2023-12-03,1464,546,1,2,3,10,2,26,2023-12-03T00:00:00,2023-12-04T14:00:00,2023-12-03T00:00:00,14.244381,75.380821,Case registered at Dharwad PS 28 regarding sexual assault. Investigation ongoing under IO Laban.
2401,100230886202502401,202502401,2025-07-06,2272,886,1,2,5,13,2,46,2025-07-06T00:00:00,2025-07-06T06:00:00,2025-07-06T00:00:00,16.287951,78.461207,Case registered at Raichur PS 22 regarding cheating. Investigation ongoing under IO Avi.
2402,100170691202502402,202502402,2025-01-30,474,691,1,2,2,6,2,34,2025-01-30T00:00:00,2025-01-31T09:00:00,2025-01-30T00:00:00,12.727716,78.220364,Case registered at Kalaburagi PS 57 regarding burglary. Investigation ongoing under IO Bishakha.
2403,100100413202302403,202302403,2023-07-28,1350,413,2,2,4,11,3,20,2023-07-28T00:00:00,2023-07-28T18:00:00,2023-07-28T00:00:00,14.08808,77.206751,Case registered at Chitradurga PS 10 regarding gambling. Investigation ongoing under IO Guneet.
2404,100070337202302404,202302404,2023-04-30,2145,337,3,2,6,15,2,13,2023-04-30T00:00:00,2023-05-02T00:00:00,2023-04-30T00:00:00,17.672797,77.771593,Case registered at Chamarajanagar PS 21 regarding online fraud. Investigation ongoing under IO Jason.
2405,100010021202402405,202402405,2024-04-07,1122,21,1,2,5,14,3,1,2024-04-07T00:00:00,2024-04-08T17:00:00,2024-04-07T00:00:00,13.184857,77.998899,Case registered at Bagalkot PS 21 regarding criminal breach of trust. Investigation ongoing under IO Devika.
2406,100030110202302406,202302406,2023-06-23,1454,110,1,2,6,15,2,6,2023-06-23T00:00:00,2023-06-23T04:00:00,2023-06-23T00:00:00,12.308883,75.81549,Case registered at Belagavi PS 24 regarding online fraud. Investigation ongoing under IO Saanvi.
2407,100190735202302407,202302407,2023-02-10,514,735,1,1,3,9,1,37,2023-02-10T00:00:00,2023-02-11T10:00:00,2023-02-10T00:00:00,16.506563,75.457436,Case registered at Kolar PS 15 regarding dowry harassment. Investigation ongoing under IO Sanaya.
2408,100210805202502408,202502408,2025-04-11,1842,805,1,1,3,8,1,42,2025-04-11T00:00:00,2025-04-12T11:00:00,2025-04-11T00:00:00,13.73356,74.68397,Case registered at Mandya PS 27 regarding domestic violence. Investigation ongoing under IO Aadi.
2409,100281010202402409,202402409,2024-08-19,1182,1010,1,2,1,3,1,56,2024-08-19T00:00:00,2024-08-20T13:00:00,2024-08-19T00:00:00,17.542793,74.004901,Case registered at Uttara Kannada PS 1 regarding grievous hurt. Investigation ongoing under IO Netra.
2410,100020037202402410,202402410,2024-04-17,2248,37,3,2,4,11,2,3,2024-04-17T00:00:00,2024-04-18T23:00:00,2024-04-17T00:00:00,17.386061,76.581971,Case registered at Ballari PS 8 regarding gambling. Investigation ongoing under IO Ubika.
2411,100050200202302411,202302411,2023-05-02,526,200,1,2,6,15,3,9,2023-05-02T00:00:00,2023-05-03T21:00:00,2023-05-02T00:00:00,14.430358,74.971692,Case registered at Bengaluru Urban PS 28 regarding online fraud. Investigation ongoing under IO Varenya.
2412,100030111202402412,202402412,2024-12-31,830,111,1,2,4,11,1,5,2024-12-31T00:00:00,2024-12-31T04:00:00,2024-12-31T00:00:00,15.237151,75.259185,Case registered at Belagavi PS 25 regarding gambling. Investigation ongoing under IO Indali.
2413,100130544202402413,202402413,2024-10-09,1946,544,1,1,3,9,1,25,2024-10-09T00:00:00,2024-10-09T18:00:00,2024-10-09T00:00:00,12.219436,77.075603,Case registered at Dharwad PS 26 regarding dowry harassment. Investigation ongoing under IO Ekani.
2414,100040170202602414,202602414,2026-04-30,1826,170,2,1,1,1,2,8,2026-04-30T00:00:00,2026-05-01T15:00:00,2026-04-30T00:00:00,17.365428,76.050008,Case registered at Bengaluru Rural PS 27 regarding murder. Investigation ongoing under IO Jagdish.
2415,100260956202302415,202302415,2023-11-18,2443,956,2,2,1,3,1,52,2023-11-18T00:00:00,2023-11-18T05:00:00,2023-11-18T00:00:00,14.570848,76.852563,Case registered at Tumakuru PS 5 regarding grievous hurt. Investigation ongoing under IO Anusha.
2416,100260954202302416,202302416,2023-05-13,2111,954,1,2,1,1,3,52,2023-05-13T00:00:00,2023-05-14T03:00:00,2023-05-13T00:00:00,16.941855,77.666807,Case registered at Tumakuru PS 3 regarding murder. Investigation ongoing under IO Bhavna.
2417,100020030202402417,202402417,2024-02-06,421,30,1,2,3,10,2,4,2024-02-06T00:00:00,2024-02-07T13:00:00,2024-02-06T00:00:00,14.684498,77.285013,Case registered at Ballari PS 1 regarding sexual assault. Investigation ongoing under IO Benjamin.
2418,100190747202402418,202402418,2024-05-29,542,747,1,2,2,6,2,37,2024-05-29T00:00:00,2024-05-29T07:00:00,2024-05-29T00:00:00,15.864106,77.710877,Case registered at Kolar PS 27 regarding burglary. Investigation ongoing under IO Omaja.
2419,100281033202502419,202502419,2025-04-21,2041,1033,1,2,6,15,2,55,2025-04-21T00:00:00,2025-04-21T04:00:00,2025-04-21T00:00:00,15.252988,77.522744,Case registered at Uttara Kannada PS 24 regarding online fraud. Investigation ongoing under IO Indali.
2420,100110452202502420,202502420,2025-08-30,2238,452,1,2,1,2,1,21,2025-08-30T00:00:00,2025-08-30T20:00:00,2025-08-30T00:00:00,14.127276,78.161253,Case registered at Dakshina Kannada PS 20 regarding attempt to murder. Investigation ongoing under IO Mohini.
2421,100220856202402421,202402421,2024-08-20,99,856,3,2,5,14,1,44,2024-08-20T00:00:00,2024-08-20T04:00:00,2024-08-20T00:00:00,16.557005,78.412789,Case registered at Mysuru PS 49 regarding criminal breach of trust. Investigation ongoing under IO Riya.
2422,100180717202402422,202402422,2024-11-01,1056,717,1,2,2,7,3,35,2024-11-01T00:00:00,2024-11-02T01:00:00,2024-11-01T00:00:00,15.866918,78.370235,Case registered at Kodagu PS 26 regarding vehicle theft. Investigation ongoing under IO Anmol.
2423,100060303202502423,202502423,2025-11-04,2327,303,1,1,1,2,1,12,2025-11-04T00:00:00,2025-11-04T19:00:00,2025-11-04T00:00:00,13.231679,76.902882,Case registered at Bidar PS 16 regarding attempt to murder. Investigation ongoing under IO Nitesh.
2424,100020075202302424,202302424,2023-02-01,887,75,1,2,2,6,1,3,2023-02-01T00:00:00,2023-02-02T16:00:00,2023-02-01T00:00:00,14.319918,78.210449,Case registered at Ballari PS 46 regarding burglary. Investigation ongoing under IO Tanveer.
2425,100230892202502425,202502425,2025-11-15,1841,892,2,2,6,16,1,46,2025-11-15T00:00:00,2025-11-16T17:00:00,2025-11-15T00:00:00,13.891655,76.384381,Case registered at Raichur PS 28 regarding identity theft. Investigation ongoing under IO Sanaya.
2426,100090393202502426,202502426,2025-01-13,1831,393,1,2,4,12,1,18,2025-01-13T00:00:00,2025-01-13T13:00:00,2025-01-13T00:00:00,12.624272,75.893664,Case registered at Chikkamagaluru PS 19 regarding public nuisance. Investigation ongoing under IO Aradhana.
2427,100160625202302427,202302427,2023-01-02,1941,625,1,2,4,11,3,32,2023-01-02T00:00:00,2023-01-02T04:00:00,2023-01-02T00:00:00,14.734697,75.573526,Case registered at Haveri PS 20 regarding gambling. Investigation ongoing under IO Jeevika.
2428,100150577202302428,202302428,2023-04-10,362,577,1,2,5,14,4,29,2023-04-10T00:00:00,2023-04-10T11:00:00,2023-04-10T00:00:00,12.647671,75.874732,Case registered at Hassan PS 1 regarding criminal breach of trust. Investigation ongoing under IO Ojasvi.
