ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1749,1749,Warhi Khosla,32,5,2,5,2
1750,1750,Oni Datta,22,4,5,1,2
1751,1751,Banjeet Bal,65,7,1,1,2
1752,1752,Aarini Ramanathan,48,8,2,4,2
1753,1753,Eesha Radhakrishnan,54,2,4,3,2
1754,1754,Jagrati Bir,64,2,6,2,2
1755,1755,Omya Sidhu,53,2,6,4,1
1756,1756,Anay Kala,21,8,2,4,2
1757,1757,Lekha Raja,67,3,4,2,2
1758,1758,Yashodhara Sachdeva,25,1,4,1,2
1759,1759,Wazir Arya,42,3,2,4,2
1760,1760,Urmi Gill,25,2,3,3,2
1761,1761,Aarna Patla,47,7,6,2,2
1762,1762,Isha Sawhney,44,6,2,2,2
1763,1763,Falan Nagarajan,57,7,4,3,2
1764,1764,Samaksh Thaman,35,5,1,2,2
1765,1765,Yashodhara Sangha,49,1,1,3,2
1766,1766,Lakshit Mallick,38,7,1,5,2
1767,1767,Samaksh Ganesan,30,4,2,3,2
1768,1768,Omisha Gole,41,7,5,5,1
1769,1769,Mohammed Gola,25,1,2,2,1
1770,1770,Harita Pillai,60,8,6,5,1
1771,1771,Charan Kata,64,1,1,5,2
1772,1772,Raagini Soman,54,3,6,4,1
1773,1773,Liam Chanda,57,2,2,2,1
1774,1774,Shivansh Bahri,39,3,2,5,2
1775,1775,Max Varkey,26,7,3,1,1
1776,1776,Xalak Manda,44,1,4,1,2
1777,1777,Janani Nadkarni,31,2,4,5,1
1778,1778,Yasti Muni,69,4,4,1,1
1779,1779,Gautami Iyengar,64,3,2,5,2
1780,1780,Timothy Divan,68,7,1,2,1
1781,1781,Arjun Ganguly,62,1,5,4,1
1782,1782,Vivaan Kapadia,70,2,4,2,2
1783,1783,Pranit Tripathi,34,5,6,1,2
1784,1784,Omisha Sani,26,7,1,4,2
1785,1785,Max Khatri,33,3,3,5,2
1786,1786,Shivansh Lata,34,7,6,4,2
1787,1787,Kabir Batra,36,5,3,4,1
1788,1788,Charles Subramanian,34,5,3,5,2
1789,1789,Meghana Narayan,70,4,2,4,1
1790,1790,Kritika Bhardwaj,58,3,5,4,1
1791,1791,Aayush Mohan,46,8,6,3,1
1792,1792,Qushi Sahota,50,2,3,1,2
1793,1793,Tripti Murty,29,5,3,4,1
1794,1794,Lekha Loyal,68,4,2,4,2
1795,1795,Girik Chad,33,6,4,4,1
1796,1796,Viraj Rajan,19,2,3,3,2
1797,1797,Chaaya Choudhary,38,2,1,5,2
1798,1798,Yashawini Shere,70,5,6,2,2
1799,1799,Ojas Swaminathan,48,3,6,5,2
1800,1800,Jhalak Hans,58,5,4,4,2
1801,1801,Aarnav Agrawal,59,3,4,1,2
1802,1802,Dalaja Dube,55,2,2,3,2
1803,1803,Ekantika Guha,25,5,4,1,2
1804,1804,Aarini Bhat,52,7,4,4,2
1805,1805,Mekhala Talwar,70,1,3,2,1
1806,1806,Chaitaly Kade,23,3,4,3,2
1807,1807,Oviya Mahajan,44,6,1,5,1
1808,1808,Chaitanya Jayaraman,26,5,3,4,2
1809,1809,Wazir Kurian,23,7,3,3,2
1810,1810,Bhavini Agrawal,19,1,5,3,1
1811,1811,Jasmit Bir,45,6,1,4,1
1812,1812,Sachi Rajan,52,8,5,5,1
1813,1813,Jasmit Tank,26,3,4,4,1
1814,1814,Yatin Murthy,32,8,1,1,1
1815,1815,Zashil Natt,58,4,4,2,2
1816,1816,Nathaniel Choudhury,18,3,5,2,2
1817,1817,Advika Sengupta,31,5,6,2,1
1818,1818,Anjali Bassi,67,8,3,2,1
1819,1819,Andrew Naik,42,4,6,2,2
1820,1820,Aryan Oak,53,5,2,5,2
1821,1821,Oeshi Mitter,40,7,3,5,2
1822,1822,Sara Sami,54,1,4,5,1
1823,1823,Lopa Agrawal,47,1,3,5,2
1824,1824,Yauvani Char,36,1,2,2,1
1825,1825,Harish Rao,45,2,2,5,1
1826,1826,Anika Suresh,46,8,6,5,2
1827,1827,Zayan Nagi,44,8,6,2,1
1828,1828,Zarna Kanda,35,2,6,2,1
1829,1829,Kashish Raj,56,3,1,3,1
1830,1830,Nihal Dewan,48,2,3,5,2
1831,1831,Jason Walia,66,2,6,1,2
1832,1832,Suhani Tank,23,6,2,1,1
1833,1833,Girish Manda,51,6,2,4,2
1834,1834,Gunbir Buch,63,2,1,2,1
1835,1835,Upasna Soni,48,8,4,1,2
1836,1836,Krish Lalla,33,6,3,2,2
1837,1837,Sanaya Nori,34,1,6,3,2
1838,1838,Meghana Warrior,59,4,6,4,2
1839,1839,Yahvi Mukhopadhyay,26,8,6,1,2
1840,1840,Zinal Varughese,31,3,5,3,2
1841,1841,Charan Chahal,40,1,1,3,1
1842,1842,Mitesh Deshmukh,62,7,5,3,1
1843,1843,Ekanta Suresh,33,3,3,3,2
1844,1844,Yutika Sule,63,8,2,3,1
1845,1845,Chaitanya Pai,40,6,1,2,2
1846,1846,Pranit Kalla,70,4,4,2,2
1847,1847,Zashil De,30,2,2,1,1
1848,1848,Falan Gopal,42,6,5,3,1
1849,1849,Maya Sachar,23,2,4,4,2
1850,1850,Maanas Patil,66,1,4,4,1
1851,1851,Amrita Sagar,40,2,4,5,2
1852,1852,Warjas Chhabra,56,2,5,1,2
1853,1853,Devansh Nayar,30,4,6,2,1
1854,1854,Chatura Parmer,18,6,1,2,2
1855,1855,Vasudha Gade,34,6,3,5,1
1856,1856,Leena Char,27,1,2,1,2
1857,1857,Yashodhara Hayer,41,2,3,2,2
1858,1858,Ekansh Vora,38,4,5,3,1
1859,1859,Thomas Pillay,44,8,4,2,1
1860,1860,Ishanvi Dhawan,40,6,1,3,2
1861,1861,Wishi Lata,47,6,4,4,2
1862,1862,Chandran Vora,52,2,5,1,1
1863,1863,Ikbal Agarwal,45,5,3,3,1
1864,1864,Fariq Kala,56,6,1,1,1
1865,1865,Onkar Thakkar,25,2,3,5,2
1866,1866,Ekaja Aggarwal,56,3,4,3,1
1867,1867,Warinder Rout,41,3,1,4,1
1868,1868,Lopa Sarin,49,7,4,3,1
1869,1869,Ekaja Golla,29,8,4,4,2
1870,1870,Yashica Mahal,41,7,5,5,1
1871,1871,Banjeet Balakrishnan,35,8,3,2,2
1872,1872,Bachittar Naidu,69,8,3,5,1
1873,1873,Yatin Bhakta,37,8,6,3,1
1874,1874,Upma Thaman,48,8,2,5,1
1875,1875,Lekha Sabharwal,25,7,3,2,1
1876,1876,Vihaan Gopal,20,2,4,4,1
1877,1877,Daksha Brar,21,6,3,3,1
1878,1878,Nitesh Mall,34,1,6,4,2
1879,1879,Rajeshri Vig,58,8,3,2,1
1880,1880,Ranveer Bath,56,2,4,5,1
1881,1881,Shivani Bala,68,4,2,3,2
1882,1882,Urvashi Chauhan,67,1,4,1,2
1883,1883,Advika Thaker,49,4,6,2,1
1884,1884,Pavani Nayar,47,4,4,1,2
1885,1885,Aarush Nagar,44,2,6,4,2
1886,1886,Eshana Wadhwa,22,4,4,1,1
1887,1887,Michael Mani,60,6,4,2,1
1888,1888,Jagat Sangha,62,3,6,3,1
1889,1889,Bahadurjit Devi,23,2,3,5,1
1890,1890,Rajeshri Pall,59,4,3,2,1
1891,1891,Balvan Viswanathan,46,8,6,2,1
1892,1892,Siddharth Badami,63,6,2,2,1
1893,1893,Akshay Thaker,30,1,5,1,2
1894,1894,Zayyan Nanda,35,5,3,3,1
1895,1895,Joshua Sastry,56,7,3,3,1
1896,1896,Jagdish Shukla,43,1,3,4,2
1897,1897,Zayyan Sem,32,3,5,4,1
1898,1898,Advika Mander,29,4,6,2,2
1899,1899,Yashawini Sundaram,48,3,4,5,2
1900,1900,Omaja Agate,69,4,1,4,2
1901,1901,Rayaan Mandal,37,2,3,1,2
1902,1902,Gaurang Johal,67,6,4,1,1
1903,1903,Yahvi Bhatia,28,4,3,3,1
1904,1904,Qarin Kakar,35,5,2,5,2
1905,1905,Reva Manne,63,6,6,1,2
1906,1906,Vrinda Pal,25,6,4,4,1
1907,1907,Samuel Chhabra,30,3,3,3,1
1908,1908,Sarthak Walla,32,2,4,3,1
1909,1909,Henry Rao,47,1,3,2,1
1910,1910,Vedhika Korpal,29,3,3,1,2
1911,1911,Mekhala Barad,29,2,5,1,2
1912,1912,Yash Nazareth,42,4,3,1,2
1913,1913,Baljiwan Sridhar,67,5,3,2,1
1914,1914,Fitan Mand,43,4,6,4,1
1915,1915,Saumya Virk,19,6,1,3,2
1916,1916,Chaman Kothari,44,3,6,3,2
1917,1917,Suhani Ben,21,3,5,4,2
1918,1918,Jasmit Badal,60,8,3,5,1
1919,1919,Faras Karan,44,5,4,2,2
1920,1920,Devika Ravi,32,8,6,2,2
1921,1921,Ladli Chandra,24,7,1,1,1
1922,1922,Udyati Krishna,30,5,1,3,1
1923,1923,Ridhi Kaul,40,4,4,3,1
1924,1924,Urmi Sankaran,52,8,5,2,1
1925,1925,Mekhala Sachdeva,18,5,3,1,2
1926,1926,Urishilla Chada,59,5,5,4,2
1927,1927,Jairaj Mutti,39,1,1,5,1
1928,1928,Adya D’Alia,20,7,6,1,2
1929,1929,Chatresh Pandey,38,4,5,2,1
1930,1930,Triya Balakrishnan,44,2,3,4,2
1931,1931,Suhani Gaba,49,2,4,5,1
1932,1932,Aashi Arora,27,2,6,1,2
1933,1933,Ekaraj Das,55,7,1,2,1
1934,1934,Yasti Lal,60,8,1,1,1
1935,1935,Raghav Kaur,55,3,3,4,2
1936,1936,Ekiya Mani,46,2,6,2,2
1937,1937,Pavani Khurana,31,4,1,4,2
1938,1938,Akshay Mahal,42,4,5,4,1
1939,1939,Yuvraj Sankaran,64,3,5,5,1
1940,1940,Jack Vasa,53,5,6,1,1
1941,1941,Madhavi Rao,49,2,6,3,1
1942,1942,Yashvi Walia,38,1,4,5,1
1943,1943,Shaurya Khurana,33,5,1,3,1
1944,1944,Hiral Agate,35,1,1,5,1
1945,1945,George Gupta,46,7,2,5,1
1946,1946,Advik Krishnan,42,8,3,5,1
1947,1947,Laban Narayan,54,8,3,4,2
1948,1948,Tristan Verma,55,4,4,3,1
1949,1949,Ekani Chawla,48,2,1,4,1
1950,1950,Siddharth Dewan,28,7,4,2,1
1951,1951,Varsha Gara,69,3,3,4,2
1952,1952,Anamika Koshy,20,7,4,1,1
1953,1953,Darika Balasubramanian,21,5,3,1,2
1954,1954,Vyanjana Srivastava,46,8,1,2,1
1955,1955,Ekaraj Prabhu,43,8,1,3,2
1956,1956,Nirja Saha,20,1,3,2,1
1957,1957,Vrishti Jha,44,2,6,5,1
1958,1958,Bhavini Prabhakar,28,7,5,1,2
1959,1959,Darsh Samra,23,6,5,3,1
1960,1960,Hemani Sood,59,6,3,5,2
1961,1961,Arunima Nagy,36,4,3,3,2
1962,1962,Aditya Ghosh,46,7,5,1,2
1963,1963,Lila Srinivas,65,5,6,5,1
1964,1964,Brinda Sachar,47,3,5,4,1
1965,1965,Niharika Bahl,53,2,2,5,2
1966,1966,Fiyaz Hans,35,1,4,2,2
1967,1967,Forum Bajaj,41,1,5,2,2
1968,1968,Naksh Kota,63,5,6,3,2
1969,1969,Oni Mandal,65,1,3,3,1
1970,1970,Gaurang Khurana,50,3,6,3,1
1971,1971,Nidhi Keer,47,7,6,5,2
1972,1972,Harish Yogi,51,7,5,5,1
1973,1973,Zehaan Date,44,4,6,1,1
1974,1974,Kavya Sarin,69,2,4,2,1
1975,1975,Shravya Sidhu,45,7,3,1,1
1976,1976,Tara Naik,64,4,4,3,1
1977,1977,Amruta Parikh,29,4,6,4,2
1978,1978,Upma De,68,4,2,2,1
1979,1979,Anjali Dugar,62,3,1,3,1
1980,1980,Chakradhar Bhalla,54,3,4,2,1
1981,1981,Anthony Sinha,28,3,5,5,1
1982,1982,Ethan Palla,70,8,3,5,1
1983,1983,Ronith Kale,55,5,4,2,1
1984,1984,Arya Manda,28,7,6,2,1
1985,1985,Owen Mital,52,4,6,5,1
1986,1986,Gopal Butala,35,3,3,1,1
1987,1987,Xavier Som,52,7,4,2,2
1988,1988,Nathan Parmar,45,7,6,4,2
1989,1989,Fariq Garg,59,7,2,2,1
1990,1990,Vedika Kannan,44,7,6,5,1
1991,1991,Pranit Sami,53,7,4,1,2
1992,1992,Farhan Kadakia,33,5,3,1,1
1993,1993,Yasti Mittal,33,3,5,2,1
1994,1994,Viraj Ahuja,47,7,5,5,1
1995,1995,Abdul Chaudhari,21,2,6,2,2
1996,1996,Onveer Munshi,32,7,4,1,2
1997,1997,Bachittar Mitter,40,3,4,4,1
1998,1998,Rayaan Mahal,68,7,5,3,1
1999,1999,Yadavi Natarajan,21,1,5,2,1
2000,2000,Imaran Swamy,63,1,3,5,1
2001,2001,Ganga Pandya,64,1,6,4,2
2002,2002,Arya Devan,66,2,2,3,1
2003,2003,Sachi Bassi,64,3,4,1,1
2004,2004,Pushti Warrior,67,3,4,5,2
2005,2005,Dhriti Krishnamurthy,66,1,3,5,2
2006,2006,Abeer Ahluwalia,60,8,3,1,2
2007,2007,Karan Chanda,52,7,1,3,1
2008,2008,Patrick Patla,26,8,1,1,1
2009,2009,Gautam Goda,39,4,6,4,2
2010,2010,Vritti Barad,61,4,1,1,2
2011,2011,Rajata Sachdev,18,4,6,5,1
2012,2012,Raghav Dhawan,44,8,2,2,1
2013,2013,Ryan Mani,69,7,6,5,1
2014,2014,Brinda Varma,48,2,3,2,2
2015,2015,David Kar,70,3,2,2,2
2016,2016,Vrinda Wagle,22,3,4,5,1
2017,2017,Chanchal Subramaniam,70,5,5,3,2
2018,2018,Hemangini Murty,48,3,1,4,2
2019,2019,Upadhriti Buch,54,8,2,3,1
2020,2020,Amara Chahal,55,2,5,1,2
2021,2021,Ekansh Narula,36,8,4,5,1
2022,2022,Jeevika Sachar,26,6,6,3,1
2023,2023,Bhavna Gupta,58,4,2,2,2
2024,2024,Damini Murty,19,2,6,4,1
2025,2025,Rushil Anand,32,7,4,3,1
2026,2026,Aarna Ahluwalia,25,6,2,1,2
2027,2027,Pooja Jain,40,7,3,2,1
2028,2028,Xalak Bedi,30,6,2,5,1
2029,2029,Yashasvi Bir,66,4,2,5,2
2030,2030,Onveer Lata,33,5,1,1,1
2031,2031,Benjamin Bhatia,43,1,5,3,1
2032,2032,Darpan Goswami,19,4,4,4,2
2033,2033,Arjun Wali,54,8,3,1,1
2034,2034,Reva Chhabra,67,3,4,1,2
2035,2035,Oliver Dar,65,6,1,2,2
2036,2036,Dayamai Atwal,52,3,5,1,1
2037,2037,Niharika Raju,22,3,2,1,1
2038,2038,Pahal Ratti,47,2,2,4,2
2039,2039,Osha Sodhi,37,5,6,4,2
2040,2040,Lakshit Dubey,27,5,1,1,1
2041,2041,Devika Iyer,60,1,1,2,1
2042,2042,Bhavani Bansal,33,7,5,3,2
2043,2043,Chatura Char,21,5,2,4,2
2044,2044,Daksh Tata,37,5,4,3,2
2045,2045,Daniel Wali,25,7,2,1,1
2046,2046,Anamika Goda,66,1,2,2,1
2047,2047,Xalak Swaminathan,52,6,2,4,1
2048,2048,Indira Handa,52,2,1,3,1
2049,2049,Mohini Mahal,58,6,2,3,1
2050,2050,Chakrika Sodhi,24,2,3,3,2
2051,2051,Yug Bhatti,66,5,3,4,1
2052,2052,Advika Karnik,34,6,3,5,2
2053,2053,Anvi Bhalla,57,6,5,2,2
2054,2054,Ethan Chaudhuri,64,5,5,5,1
2055,2055,Warhi Tiwari,52,1,4,4,2
2056,2056,Kalpit Rajan,55,6,4,5,2
2057,2057,Sneha Dua,40,4,1,1,2
2058,2058,Rayaan Saran,24,8,2,5,2
2059,2059,Mugdha Din,27,3,4,5,2
2060,2060,Noah Subramaniam,54,7,5,2,2
2061,2061,Forum Rajagopal,33,7,2,2,1
2062,2062,Wishi Wadhwa,46,4,1,2,1
2063,2063,Aarnav Narayanan,41,7,6,4,1
2064,2064,Robert Chakrabarti,39,1,6,3,1
2065,2065,Keya Madan,36,1,6,1,1
2066,2066,Abdul Saxena,61,6,5,5,2
2067,2067,Faras Reddy,65,5,4,3,2
2068,2068,Daksha Shenoy,61,5,5,3,1
2069,2069,Ansh Doshi,46,7,5,5,1
2070,2070,Omya Chaudhari,37,3,4,3,2
2071,2071,Omisha Dixit,26,7,2,4,2
2072,2072,Jagdish Sharma,44,6,2,5,1
2073,2073,Andrew Varghese,63,7,5,3,2
2074,2074,Aahana Kalita,45,3,1,5,1
2075,2075,Zehaan Thakkar,19,2,1,5,2
2076,2076,Robert Kalita,62,4,1,1,1
2077,2077,Qabil Memon,55,8,5,2,2
2078,2078,Kashvi Rege,36,6,5,3,2
2079,2079,Wyatt Raj,47,3,6,2,1
2080,2080,Dalaja Manda,18,5,6,2,2
2081,2081,Ansh Tella,69,7,3,2,1
2082,2082,Unnati Doshi,29,1,4,5,1
2083,2083,Bhavani Ahuja,27,8,3,2,1
2084,2084,Pranav Doshi,34,2,6,4,1
2085,2085,Pratyush Patil,19,4,4,4,1
2086,2086,Maanav Savant,50,3,4,3,1
2087,2087,Jalsa Prabhakar,32,2,3,5,1
2088,2088,Aayush Dalal,39,1,1,1,1
2089,2089,Naksh Jayaraman,36,5,4,5,2
2090,2090,Zayan Dhillon,62,3,1,2,2
2091,2091,Aashi Nanda,31,8,3,3,2
2092,2092,Siya Bajaj,56,3,3,2,2
2093,2093,Darpan Pillai,23,6,4,1,2
2094,2094,Shivani Bakshi,20,5,2,5,2
2095,2095,Abhiram Vohra,65,8,4,2,1
2096,2096,Vidhi Ramachandran,67,7,3,5,1
2097,2097,Sara Borde,59,5,4,3,2
2098,2098,Zaitra Purohit,44,8,6,5,2
2099,2099,Ojasvi Goda,49,2,3,3,2
2100,2100,Gavin Aggarwal,36,6,4,4,2
2101,2101,Rushil Ghose,63,1,6,5,1
2102,2102,Jacob Dara,44,4,2,4,2
2103,2103,Gavin Kari,33,8,5,4,2
2104,2104,Peter Konda,58,6,6,1,1
2105,2105,Aditya Padmanabhan,67,3,6,3,2
2106,2106,Devika Ahluwalia,27,8,6,2,2
2107,2107,Wridesh Jhaveri,68,5,6,2,2
2108,2108,Balendra Patil,26,6,5,4,1
2109,2109,Oni Sachdeva,62,5,1,5,2
2110,2110,Harrison Nagarajan,60,8,5,3,1
2111,2111,Caleb Chanda,32,7,6,1,1
2112,2112,Janani Ahluwalia,43,5,1,3,1
2113,2113,Ansh Dey,59,4,1,5,2
2114,2114,Jagdish Edwin,23,2,3,1,2
2115,2115,Pavani Yogi,33,3,2,2,1
2116,2116,Faris Balan,46,2,5,3,1
2117,2117,Chaman Patla,25,4,6,1,1
2118,2118,Samar Sachar,56,8,2,3,1
2119,2119,Abeer Sarraf,59,5,3,5,1
2120,2120,Faris Guha,63,1,2,3,2
2121,2121,Azad Char,30,5,3,2,1
2122,2122,Harshil Bal,50,4,4,3,1
2123,2123,Ira Bhardwaj,41,7,4,2,2
2124,2124,Zashil Khare,52,8,6,2,2
2125,2125,Jason Wadhwa,30,2,4,3,2
2126,2126,Chatresh Karan,57,5,4,1,1
2127,2127,Chaaya Mohan,24,3,5,2,2
2128,2128,Yashvi Sha,18,8,5,1,1
2129,2129,Nihal Purohit,42,6,6,5,1
2130,2130,Alka Bhatnagar,37,3,6,5,1
2131,2131,Bahadurjit Pandya,59,5,3,5,1
2132,2132,Falan Guha,51,3,3,4,2
2133,2133,Dhruv Chopra,55,2,1,3,2
2134,2134,Veer Padmanabhan,25,2,1,2,2
2135,2135,Vihaan Solanki,52,6,4,2,2
2136,2136,Aishani Biswas,21,3,1,3,1
2137,2137,Rachana Bhatti,21,8,1,2,1
2138,2138,Zaitra Chada,36,8,1,3,2
2139,2139,Nitara Kumer,68,1,1,5,2
2140,2140,Ryan Rao,64,6,3,2,2
2141,2141,Akshay Sodhi,26,4,6,1,2
2142,2142,Sachi Kant,42,3,3,2,2
2143,2143,Yasti Sachdeva,23,7,5,1,2
2144,2144,Raksha Cheema,51,6,5,4,1
2145,2145,Varsha Kant,63,7,2,1,1
2146,2146,Falan Sachar,29,2,5,2,2
2147,2147,Harinakshi Tiwari,23,6,4,2,1
2148,2148,Aayush Gopal,62,5,4,3,2
2149,2149,Ekbal Rao,70,7,1,3,1
2150,2150,Gautam Dugar,60,7,3,2,1
2151,2151,Warhi Thakkar,43,8,3,4,2
2152,2152,Janya Nagarajan,38,5,3,1,1
2153,2153,Shivansh Virk,36,4,6,4,2
2154,2154,Chaaya Manne,63,4,3,1,2
2155,2155,Maya Badal,37,5,1,1,1
2156,2156,Dayita Saran,61,5,4,2,2
2157,2157,Reyansh Saini,56,5,5,1,2
2158,2158,Nitesh Dugar,24,4,2,5,2
2159,2159,Ekiya Narayanan,63,8,1,4,2
2160,2160,Zaid Bhandari,63,7,6,1,2
2161,2161,Hardik Keer,46,6,6,5,2
2162,2162,Oviya Sinha,61,6,4,2,1
2163,2163,Krishna Sekhon,69,5,4,5,2
2164,2164,Vincent Brar,63,1,4,5,2
2165,2165,Chatresh Manda,35,2,5,5,1
2166,2166,Matthew Srinivasan,34,8,6,1,2
2167,2167,Saumya Ganguly,23,7,2,3,2
2168,2168,Aadi Singh,18,3,6,4,1
2169,2169,Pratyush Ray,48,1,3,4,2
2170,2170,Jagdish Khurana,34,8,1,4,1
2171,2171,Meera Mishra,67,3,5,2,1
2172,2172,Aachal Tripathi,41,2,6,4,1
2173,2173,Tejas Guha,48,4,6,1,1
2174,2174,Girik Ghosh,56,4,5,3,2
2175,2175,Oeshi Gill,45,2,2,1,1
2176,2176,Logan Kala,18,5,4,2,2
2177,2177,Charita Kade,40,5,2,1,2
2178,2178,Yash Kurian,55,2,3,3,1
2179,2179,Divya Luthra,64,5,2,2,1
2180,2180,Jagat Mutti,44,8,3,4,2
2181,2181,Ranbir Bala,45,7,6,4,1
2182,2182,Lucky Bakshi,35,5,1,3,1
2183,2183,Hemani Savant,35,3,5,3,1
2184,2184,Sai Sarraf,43,7,6,4,1
2185,2185,Brinda Om,55,3,3,2,1
2186,2186,Yashica Sekhon,40,1,2,1,1
2187,2187,Mugdha Batta,24,8,5,5,2
2188,2188,Agastya Sridhar,40,6,2,4,2
2189,2189,Mitali Suresh,61,1,5,4,2
2190,2190,Harita Salvi,51,7,5,3,2
2191,2191,Leela Purohit,38,2,6,4,1
2192,2192,Jack Barad,36,2,4,4,1
2193,2193,Vyanjana Setty,26,4,6,3,2
2194,2194,Tripti Dyal,40,4,1,4,2
2195,2195,Suhani Patla,21,2,1,2,1
2196,2196,Bhavya Mutti,52,7,5,5,2
2197,2197,Aarnav Bajwa,62,2,1,5,1
2198,2198,Urishilla Dhaliwal,27,4,5,1,2
2199,2199,Vaishnavi Gill,54,5,3,3,2
2200,2200,Daksha Kata,33,7,4,5,1
2201,2201,Harish Deol,50,2,2,3,1
2202,2202,Siya Contractor,68,2,6,3,1
2203,2203,Urvashi Keer,35,1,6,1,1
2204,2204,Gaurang Rama,26,3,4,1,2
2205,2205,Faraj Panchal,47,5,4,3,2
2206,2206,Vinaya Swamy,58,6,2,5,2
2207,2207,Yashodhara Chahal,47,7,2,2,2
2208,2208,Ekanta Saran,55,6,5,5,2
2209,2209,Charvi De,57,6,5,4,1
2210,2210,Hemang Salvi,54,6,5,1,2
2211,2211,Amaira Amble,20,5,2,3,2
2212,2212,Triya Chawla,60,5,1,4,1
2213,2213,Vedhika Sagar,32,3,4,4,2
2214,2214,Praneel Shan,35,8,3,4,2
2215,2215,Ranbir Patla,48,3,4,2,1
2216,2216,Bachittar Chaudhry,40,6,1,4,1
2217,2217,Krish Shanker,35,4,4,2,2
2218,2218,Aarnav Handa,28,7,5,5,2
2219,2219,Bachittar Dubey,69,3,4,3,1
2220,2220,Agastya Anand,57,1,5,3,2
2221,2221,Naveen Dubey,47,8,4,5,2
2222,2222,Jeevika Luthra,68,4,5,1,1
2223,2223,Damini Ganesh,56,6,3,1,1
2224,2224,Tamanna Dixit,63,5,4,1,2
2225,2225,Sarthak Badami,69,1,6,5,1
2226,2226,Naksh Basak,62,2,1,5,1
2227,2227,Geetika Varty,43,7,2,2,1
2228,2228,Wakeeta Goyal,37,3,2,1,2
2229,2229,Xiti Bakshi,39,1,4,4,2
2230,2230,Baljiwan Agrawal,66,7,5,3,2
2231,2231,Chandresh Parsa,48,8,1,5,1
2232,2232,Gauri Sarraf,28,3,5,2,1
2233,2233,Hemangini Shan,40,6,4,4,1
2234,2234,Aryan Sandhu,60,2,2,2,1
2235,2235,Indira Lal,26,6,4,2,2
2236,2236,Lekha Kala,35,1,3,3,1
2237,2237,Januja Pall,65,5,6,5,1
2238,2238,Faris Venkatesh,23,5,5,3,2
2239,2239,Ladli Behl,70,8,3,4,2
2240,2240,Samesh Mohan,36,2,5,4,1
2241,2241,Brinda Gulati,21,4,6,3,2
2242,2242,Ayaan Nagi,24,8,6,3,2
2243,2243,Logan Wali,58,1,3,1,1
2244,2244,Zaitra Chana,51,1,5,3,2
2245,2245,Orinder Jaggi,48,5,2,3,1
2246,2246,Udyati Madan,26,6,4,4,1
2247,2247,Harish Shetty,56,2,5,2,2
2248,2248,Aarnav Golla,31,6,4,2,2
2249,2249,Gaurang Luthra,59,1,3,2,1
2250,2250,Lucky Korpal,29,3,5,2,2
2251,2251,Jack Kara,68,2,1,5,2
2252,2252,Jasmit Parmar,40,3,2,1,1
2253,2253,Chameli Wagle,20,8,2,1,1
2254,2254,Triveni Dass,36,1,4,5,2
2255,2255,Alexander Nath,61,7,6,5,2
2256,2256,Saksham Gara,18,6,5,1,1
2257,2257,Lakshmi Khurana,31,3,6,1,2
2258,2258,Aarnav Deep,41,2,2,5,1
2259,2259,Karan Bhalla,65,7,5,2,2
2260,2260,Gaurangi Bhat,35,8,6,3,2
2261,2261,Lajita Dada,68,6,2,4,1
2262,2262,Udyati Baral,44,1,6,2,2
2263,2263,Vrishti Hora,69,7,6,4,1
2264,2264,Charita Hari,63,7,2,2,1
2265,2265,Quincy Dyal,46,8,1,3,1
2266,2266,Bishakha Basak,57,6,3,3,2
2267,2267,Ati Sachdeva,25,2,3,4,2
2268,2268,Anthony Oak,68,2,6,2,2
2269,2269,Akshay Ahluwalia,68,2,4,3,1
2270,2270,Guneet Luthra,54,4,3,5,2
2271,2271,Indrajit Bhatia,65,7,4,4,2
2272,2272,Pahal Reddy,68,1,6,4,2
2273,2273,Panini Loke,68,4,4,4,2
2274,2274,Daniel Johal,34,1,6,4,2
2275,2275,Januja Gade,58,2,2,5,2
2276,2276,Balhaar Shukla,63,1,5,1,2
2277,2277,Anmol Bal,64,7,2,2,1
2278,2278,Sarthak Babu,33,5,5,2,1
2279,2279,Daniel Shanker,58,1,2,1,1
2280,2280,Ojasvi Aurora,37,4,2,4,1
2281,2281,Vedant Pai,21,2,4,3,2
2282,2282,Hema Karpe,36,5,1,2,2
2283,2283,Isaac Banik,45,7,4,1,2
2284,2284,Falan Grover,66,7,5,1,2
2285,2285,Nikita Barad,40,1,3,2,1
2286,2286,Alka Handa,63,7,5,2,1
2287,2287,Baljiwan Natt,55,6,6,1,1
2288,2288,Lekha Shah,25,1,5,5,1
2289,2289,Suhani Gokhale,57,3,5,3,1
2290,2290,Nandini Bhardwaj,39,5,6,5,2
2291,2291,Mahika Raman,59,2,6,1,2
2292,2292,Caleb Saha,37,5,4,4,2
2293,2293,Chakrika Muni,55,7,5,2,2
2294,2294,Kamya Arya,34,2,4,3,2
2295,2295,Dayita Yadav,54,5,6,3,1
2296,2296,Wakeeta Nori,45,8,2,1,2
2297,2297,Warhi Manne,25,6,1,5,1
2298,2298,Chaitanya Bal,59,8,2,5,1
2299,2299,Zaid Dhar,49,1,6,2,1
2300,2300,Ishaan Rattan,55,8,3,2,2
2301,2301,Udant Mani,63,5,1,4,2
2302,2302,Chasmum Sachar,53,1,1,5,2
2303,2303,Ridhi Roy,22,6,5,5,2
